Actual,Predicted,Equal
ribonucleaseRfamilyprotein,ribonucleaseRfamilyprotein,True
SANT/Myb-likeDNA-bindingdomain-containingprotein,SANT/Myb-likeDNA-bindingdomain-containingprotein,True
insulinasefamilyprotein,insulinasefamilyprotein,True
helix-turn-helixtranscriptionalregulator,helix-turn-helixtranscriptionalregulator,True
MDRfamilyMFStransporter,MDRfamilyMFStransporter,True
TetR/AcrRfamilytranscriptionalregulator,TetR/AcrRfamilytranscriptionalregulator,True
ABCtransporterATP-bindingprotein,ABCtransporterATP-bindingprotein,True
RNA-bindingprotein,RNA-bindingprotein,True
outermembraneproteinassemblyfactor,outermembraneproteinassemblyfactor,True
methyl-acceptingchemotaxisprotein,methyl-acceptingchemotaxisprotein,True
ankyrinrepeatandFYVEdomain-containingprotein,ankyrinrepeatandFYVEdomain-containingprotein,True
groupIIItruncatedhemoglobin,groupIIItruncatedhemoglobin,True
ankyrinrepeatdomain-containingprotein,ankyrinrepeatdomain-containingprotein,True
PTSbeta-glucosidetransportersubunitIIBCA,PTSbeta-glucosidetransportersubunitIIBCA,True
CBSdomain-containingprotein,CBSdomain-containingprotein,True
fusedPTSfructosetransportersubunitIIA/HPrprotein,fusedPTSfructosetransportersubunitIIA/HPrprotein,True
cyclicpyranopterinmonophosphatesynthaseMoaC,cyclicpyranopterinmonophosphatesynthaseMoaC,True
TetR/AcrRfamilytranscriptionalregulator,TetR/AcrRfamilytranscriptionalregulator,True
glycosidehydrolasefamilyprotein,glycosidehydrolasefamilyprotein,True
RNA-bindingprotein,RNA-bindingprotein,True
UDP-N-acetylmuramate--L-alanineligase,UDP-N-acetylmuramate--L-alanineligase,True
typeIItoxin-antitoxinsystemtoxin,typeIItoxin-antitoxinsystemtoxin,True
sigma-70familyRNApolymerasesigmafactor,sigma-70familyRNApolymerasesigmafactor,True
HollidayjunctionbranchmigrationDNAhelicaseRuvB,HollidayjunctionbranchmigrationDNAhelicaseRuvB,True
septumsite-determiningproteinMinC,septumsite-determiningproteinMinC,True
HTH-typetranscriptionalregulator,HTH-typetranscriptionalregulator,True
CCAAT/enhancer-bindingprotein,CCAAT/enhancer-bindingprotein,True
vitaminKepoxidereductasefamilyprotein,vitaminKepoxidereductasefamilyprotein,True
glycosyltransferase,glycosyltransferase,True
thiamineABCtransportersubstratebindingsubunit,thiamineABCtransportersubstratebindingsubunit,True
GNATfamilyN-acetyltransferase,GNATfamilyN-acetyltransferase,True
ComEC/Rec2familycompetenceprotein,ComEC/Rec2familycompetenceprotein,True
nuclearhormonereceptorfamilyprotein,nuclearhormonereceptorfamilyprotein,True
MFStransporter,MFStransporter,True
DEAD/DEAHboxhelicase,DEAD/DEAHboxhelicase,True
DUF2812domain-containingprotein,DUF2812domain-containingprotein,True
WD40repeatdomain-containingprotein,WD40repeatdomain-containingprotein,True
cytochromecbiogenesisCcdAfamilyprotein,cytochromecbiogenesisCcdAfamilyprotein,True
LacIfamilyDNA-bindingtranscriptionalregulator,LacIfamilyDNA-bindingtranscriptionalregulator,True
hybridsensorhistidinekinase/responseregulator,hybridsensorhistidinekinase/responseregulator,True
GntRfamilytranscriptionalregulator,GntRfamilytranscriptionalregulator,True
typeIpolyketidesynthase,typeIpolyketidesynthase,True
lysozymeinhibitorLprIfamilyprotein,lysozymeinhibitorLprIfamilyprotein,True
LysMpeptidoglycan-bindingdomain-containingprotein,LysMpeptidoglycan-bindingdomain-containingprotein,True
EndoUdomain-containingprotein,EndoUdomain-containingprotein,True
uL11familyribosomalprotein,uL11familyribosomalprotein,True
ROKfamilytranscriptionalregulator,ROKfamilytranscriptionalregulator,True
monocarboxylatetransporter,monocarboxylatetransporter,True
LCPfamilyprotein,LCPfamilyprotein,True
celldivisionprotein,celldivisionprotein,True
S8familypeptidase,S8familypeptidase,True
siderophoreferricironreductase,siderophoreferricironreductase,True
DEAD/DEAHboxhelicase,DEAD/DEAHboxhelicase,True
chitinsynthase,chitinsynthase,True
TetR/AcrRfamilytranscriptionalregulator,TetR/AcrRfamilytranscriptionalregulator,True
methyl-acceptingchemotaxisprotein,methyl-acceptingchemotaxisprotein,True
DEAD/DEAHboxhelicase,DEAD/DEAHboxhelicase,True
dihydroflavonol-4-reductasefamilyprotein,dihydroflavonol-4-reductasefamilyprotein,True
non-ribosomalpeptidesynthetase,non-ribosomalpeptidesynthetase,True
typeIItoxin-antitoxinsystemtoxin,typeIItoxin-antitoxinsystemtoxin,True
DUF3748domain-containingprotein,DUF3748domain-containingprotein,True
MAP/microtubuleaffinity-regulatingkinase,MAP/microtubuleaffinity-regulatingkinase,True
SDRfamilyoxidoreductase,SDRfamilyoxidoreductase,True
YhgE/Pipdomain-containingprotein,YhgE/Pipdomain-containingprotein,True
YdgAfamilyprotein,YdgAfamilyprotein,True
cytochromeP450,cytochromeP450,True
M56familymetallopeptidase,M56familymetallopeptidase,True
SDRfamilyoxidoreductase,SDRfamilyoxidoreductase,True
guaninenucleotideexchangefactor,guaninenucleotideexchangefactor,True
NADH-quinoneoxidoreductasesubunit,NADH-quinoneoxidoreductasesubunit,True
SDRfamilyoxidoreductase,SDRfamilyoxidoreductase,True
elongationfactor,elongationfactor,True
recombinasefamilyprotein,recombinasefamilyprotein,True
radicalSAM/SPASMdomain-containingprotein,radicalSAM/SPASMdomain-containingprotein,True
kinesinfamilyprotein,kinesinfamilyprotein,True
SANT/Myb-likeDNA-bindingdomain-containingprotein,SANT/Myb-likeDNA-bindingdomain-containingprotein,True
ankyrinrepeatdomain-containingprotein,ankyrinrepeatdomain-containingprotein,True
PadRfamilytranscriptionalregulator,PadRfamilytranscriptionalregulator,True
ribonucleaseH2subunit,ribonucleaseH2subunit,True
glycosyltransferasefamilyprotein,glycosyltransferasefamilyprotein,True
HollidayjunctionATP-dependentDNAhelicaseRuvA,HollidayjunctionATP-dependentDNAhelicaseRuvA,True
cytochromeP450,cytochromeP450,True
kelchrepeat-containingprotein,kelchrepeat-containingprotein,True
F-boxprotein,F-boxprotein,True
acyltransferasefamilyprotein,acyltransferasefamilyprotein,True
co-chaperone,co-chaperone,True
LCPfamilyprotein,LCPfamilyprotein,True
M56familymetallopeptidase,M56familymetallopeptidase,True
tetratricopeptiderepeat-containingprotein,tetratricopeptiderepeat-containingprotein,True
cyclinfamilyprotein,cyclinfamilyprotein,True
LPSexportABCtransporterperiplasmicproteinLptC,LPSexportABCtransporterperiplasmicproteinLptC,True
RasGAPdomain-containingprotein,RasGAPdomain-containingprotein,True
DNA/RNAnon-specificendonuclease,DNA/RNAnon-specificendonuclease,True
ABCtransporterpermease,ABCtransporterpermease,True
cadherinrepeatdomain-containingprotein,cadherinrepeatdomain-containingprotein,True
FAD-bindingoxidoreductase,FAD-bindingoxidoreductase,True
fimbrialprotein,fimbrialprotein,True
AT-richinteractivedomain-containingprotein,AT-richinteractivedomain-containingprotein,True
GNATfamilyN-acetyltransferase,GNATfamilyN-acetyltransferase,True
transcriptionterminationfactorRho,transcriptionterminationfactorRho,True
TVP38/TMEM64familyprotein,TVP38/TMEM64familyprotein,True
ferlinfamilyC2domain-containingprotein,ferlinfamilyC2domain-containingprotein,True
curlimajorsubunitCsgA,curlimajorsubunitCsgA,True
acyl-homoserine-lactonesynthase,acyl-homoserine-lactonesynthase,True
heavymetaltranslocatingP-typeATPase,heavymetaltranslocatingP-typeATPase,True
typeVIsecretionsystemVgrfamilyprotein,typeVIsecretionsystemVgrfamilyprotein,True
MBLfoldmetallo-hydrolase,MBLfoldmetallo-hydrolase,True
ABCtransporterATP-bindingprotein,ABCtransporterATP-bindingprotein,True
RNA-bindingprotein,RNA-bindingprotein,True
shikimatedehydrogenase,shikimatedehydrogenase,True
universalstressprotein,universalstressprotein,True
ABCtransporterATP-bindingprotein,ABCtransporterATP-bindingprotein,True
cytoplasmicpolyadenylationelement-bindingprotein,cytoplasmicpolyadenylationelement-bindingprotein,True
RINGfingerprotein,RINGfingerprotein,True
TetR/AcrRfamilytranscriptionalregulator,TetR/AcrRfamilytranscriptionalregulator,True
CsgG/HfaBfamilyprotein,CsgG/HfaBfamilyprotein,True
VUTfamilyprotein,VUTfamilyprotein,True
30Sribosomalprotein,30Sribosomalprotein,True
signalpeptidasecomplexsubunit,signalpeptidasecomplexsubunit,True
non-ribosomalpeptidesynthetase,non-ribosomalpeptidesynthetase,True
cadherinrepeatdomain-containingprotein,cadherinrepeatdomain-containingprotein,True
XREfamilytranscriptionalregulator,XREfamilytranscriptionalregulator,True
UDP-N-acetylmuramatedehydrogenase,UDP-N-acetylmuramatedehydrogenase,True
transposase,transposase,True
celldivisionprotein,celldivisionprotein,True
(2Fe-2S)-bindingprotein,(2Fe-2S)-bindingprotein,True
pre-mRNA-splicingfactor,pre-mRNA-splicingfactor,True
ABCtransporterpermease,ABCtransporterpermease,True
uracil-DNAglycosylasefamilyprotein,uracil-DNAglycosylasefamilyprotein,True
LysMpeptidoglycan-bindingand3Ddomain-containingprotein,LysMpeptidoglycan-bindingand3Ddomain-containingprotein,True
F-boxprotein,F-boxprotein,True
isoaspartylpeptidase/L-asparaginasefamilyprotein,isoaspartylpeptidase/L-asparaginasefamilyprotein,True
M48familymetallopeptidase,M48familymetallopeptidase,True
inositol-3-phosphatesynthase,inositol-3-phosphatesynthase,True
MoaD/ThiSfamilyprotein,MoaD/ThiSfamilyprotein,True
supervillin,supervillin,True
sulfitereductaseflavoproteinsubunitalpha,sulfitereductaseflavoproteinsubunitalpha,True
ubiquinol-cytochromecreductaseiron-sulfursubunit,ubiquinol-cytochromecreductaseiron-sulfursubunit,True
classISAM-dependentmethyltransferase,classISAM-dependentmethyltransferase,True
M14familycarboxypeptidase,M14familycarboxypeptidase,True
NADH-quinoneoxidoreductasesubunit,NADH-quinoneoxidoreductasesubunit,True
50Sribosomalprotein,50Sribosomalprotein,True
typeIVpilinprotein,typeIVpilinprotein,True
exosomecomplexcomponent,exosomecomplexcomponent,True
vitaminKepoxidereductasefamilyprotein,vitaminKepoxidereductasefamilyprotein,True
ankyrinrepeatandBTB/POZdomain-containingprotein,ankyrinrepeatandBTB/POZdomain-containingprotein,True
hybridsensorhistidinekinase/responseregulator,hybridsensorhistidinekinase/responseregulator,True
C2H2-typezincfingerprotein,C2H2-typezincfingerprotein,True
ATP-bindingprotein,ATP-bindingprotein,True
RNApolymerasesigmafactor,RNApolymerasesigmafactor,True
kelchrepeat-containingprotein,kelchrepeat-containingprotein,True
M48familymetallopeptidase,M48familymetallopeptidase,True
ribonucleotide-diphosphatereductasesubunitbeta,ribonucleotide-diphosphatereductasesubunitbeta,True
VWAdomain-containingprotein,VWAdomain-containingprotein,True
FUSCfamilyprotein,FUSCfamilyprotein,True
LysRfamilytranscriptionalregulator,LysRfamilytranscriptionalregulator,True
hybridsensorhistidinekinase/responseregulator,hybridsensorhistidinekinase/responseregulator,True
nitrite/sulfitereductase,nitrite/sulfitereductase,True
tetratricopeptiderepeat-containingprotein,tetratricopeptiderepeat-containingprotein,True
ureaseaccessoryprotein,ureaseaccessoryprotein,True
Asp-tRNA(Asn)/Glu-tRNA(Gln)amidotransferasesubunit,Asp-tRNA(Asn)/Glu-tRNA(Gln)amidotransferasesubunit,True
insulinreceptorsubstrate,insulinreceptorsubstrate,True
MAPkinase-interactingserine/threonine-proteinkinase,MAPkinase-interactingserine/threonine-proteinkinase,True
bifunctionalADP-dependentNAD(P)H-hydratedehydratase/NAD(P)H-hydrateepimerase,bifunctionalADP-dependentNAD(P)H-hydratedehydratase/NAD(P)H-hydrateepimerase,True
M48familymetallopeptidase,M48familymetallopeptidase,True
LacIfamilyDNA-bindingtranscriptionalregulator,LacIfamilyDNA-bindingtranscriptionalregulator,True
SDRfamilyoxidoreductase,SDRfamilyoxidoreductase,True
cupindomain-containingprotein,cupindomain-containingprotein,True
BTB/POZdomain-containingprotein,BTB/POZdomain-containingprotein,True
helix-turn-helixtranscriptionalregulator,helix-turn-helixtranscriptionalregulator,True
excinucleaseABCsubunitUvrC,excinucleaseABCsubunitUvrC,True
non-ribosomalpeptidesynthetase,non-ribosomalpeptidesynthetase,True
ABCtransportersubstrate-bindingprotein,ABCtransportersubstrate-bindingprotein,True
coatomersubunit,coatomersubunit,True
plantUBXdomain-containingprotein10,plantUBXdomain-containingprotein10,True
UbiXfamilyflavinprenyltransferase/UbiDfamilydecarboxylase,UbiXfamilyflavinprenyltransferase/UbiDfamilydecarboxylase,True
alpha/betahydrolase,alpha/betahydrolase,True
glycosyltransferase,glycosyltransferase,True
TetR/AcrRfamilytranscriptionalregulator,TetR/AcrRfamilytranscriptionalregulator,True
PDZdomain-containingprotein,PDZdomain-containingprotein,True
cobalt-precorrin5Ahydrolase,cobalt-precorrin5Ahydrolase,True
isocitratelyase,isocitratelyase,True
glycinebetaine/L-prolineABCtransporterATP-bindingprotein,glycinebetaine/L-prolineABCtransporterATP-bindingprotein,True
RINGfinger/CHYzincfingerprotein,RINGfinger/CHYzincfingerprotein,True
ureacarboxylase,ureacarboxylase,True
PINdomain-containingprotein,PINdomain-containingprotein,True
HADfamilyphosphatase,HADfamilyphosphatase,True
zincfingerandBTBdomain-containingprotein,zincfingerandBTBdomain-containingprotein,True
ubiquitinfamilyprotein,ubiquitinfamilyprotein,True
exodeoxyribonucleaseVsubunitgamma,exodeoxyribonucleaseVsubunitgamma,True
helix-turn-helixtranscriptionalregulator,helix-turn-helixtranscriptionalregulator,True
FGDfamilyprotein,FGDfamilyprotein,True
ComEC/Rec2familycompetenceprotein,ComEC/Rec2familycompetenceprotein,True
transposase,transposase,True
metallophosphoesterasefamilyprotein,metallophosphoesterasefamilyprotein,True
XREfamilytranscriptionalregulator,XREfamilytranscriptionalregulator,True
polysaccharidebiosynthesis/exportfamilyprotein,polysaccharidebiosynthesis/exportfamilyprotein,True
serineprotease,serineprotease,True
cytochromeP450,cytochromeP450,True
50Sribosomalprotein,50Sribosomalprotein,True
classISAM-dependentmethyltransferase,classISAM-dependentmethyltransferase,True
LysRfamilytranscriptionalregulator,LysRfamilytranscriptionalregulator,True
N-acetyltransferase,N-acetyltransferase,True
"GDP-mannose4,6-dehydratase","GDP-mannose4,6-dehydratase",True
ankyrinrepeatdomain-containingprotein,ankyrinrepeatdomain-containingprotein,True
plantUBXdomain-containingprotein10,plantUBXdomain-containingprotein10,True
ATP-bindingprotein,ATP-bindingprotein,True
sigma-54dependenttranscriptionalregulator,sigma-54dependenttranscriptionalregulator,True
typeIpolyketidesynthase,typeIpolyketidesynthase,True
bifunctionalADP-dependentNAD(P)H-hydratedehydratase/NAD(P)H-hydrateepimerase,bifunctionalADP-dependentNAD(P)H-hydratedehydratase/NAD(P)H-hydrateepimerase,True
FAD-bindingoxidoreductase,FAD-bindingoxidoreductase,True
fluorideeffluxtransporterCrcB,fluorideeffluxtransporterCrcB,True
typeVIsecretionsystemtipproteinVgrG,typeVIsecretionsystemtipproteinVgrG,True
DmsB/YnfGfamilyanaerobicdimethylsulfoxidereductaseiron-sulfursubunit,DmsB/YnfGfamilyanaerobicdimethylsulfoxidereductaseiron-sulfursubunit,True
sensorhistidinekinase,sensorhistidinekinase,True
PASdomain-containingprotein,PASdomain-containingprotein,True
anthranilatephosphoribosyltransferase,anthranilatephosphoribosyltransferase,True
alpha-glucosidase,alpha-glucosidase,True
MSMEG0569familyflavin-dependentoxidoreductase,MSMEG0569familyflavin-dependentoxidoreductase,True
23SrRNAadenine-methyltransferase,23SrRNAadenine-methyltransferase,True
CPBPfamilyintramembraneglutamicendopeptidase,CPBPfamilyintramembraneglutamicendopeptidase,True
ABCtransportersubstrate-bindingprotein,ABCtransportersubstrate-bindingprotein,True
DNA-directedRNApolymerasesubunit,DNA-directedRNApolymerasesubunit,True
calponinhomologydomain-containingprotein,calponinhomologydomain-containingprotein,True
TrbG/VirB9familyP-typeconjugativetransferprotein,TrbG/VirB9familyP-typeconjugativetransferprotein,True
flagellarbiosyntheticproteinFliR,flagellarbiosyntheticproteinFliR,True
serine/threonine-proteinkinase,serine/threonine-proteinkinase,True
GNATfamilyN-acetyltransferase,GNATfamilyN-acetyltransferase,True
cytochromecbiogenesisprotein/redoxin,cytochromecbiogenesisprotein/redoxin,True
fimbria/pilusoutermembraneusherprotein,fimbria/pilusoutermembraneusherprotein,True
galactoseABCtransportersubstrate-bindingprotein,galactoseABCtransportersubstrate-bindingprotein,True
MFStransporter,MFStransporter,True
acyl-CoAdehydrogenasefamilyprotein,acyl-CoAdehydrogenasefamilyprotein,True
methyl-acceptingchemotaxisprotein,methyl-acceptingchemotaxisprotein,True
CBSdomain-containingprotein,CBSdomain-containingprotein,True
Mintfamilyprotein,Mintfamilyprotein,True
GNATfamilyN-acetyltransferase,GNATfamilyN-acetyltransferase,True
acireductonedioxygenase,acireductonedioxygenase,True
ABCtransporterATP-bindingprotein,ABCtransporterATP-bindingprotein,True
non-ribosomalpeptidesynthetase,non-ribosomalpeptidesynthetase,True
FHAdomain-containingprotein,FHAdomain-containingprotein,True
syndetin,syndetin,True
RluAfamilypseudouridinesynthase,RluAfamilypseudouridinesynthase,True
PEPPfamilyPHdomain-containingprotein,PEPPfamilyPHdomain-containingprotein,True
tyrosine-proteinkinase,tyrosine-proteinkinase,True
alpha-amylase,alpha-amylase,True
UBXdomain-containingprotein,UBXdomain-containingprotein,True
PTSsugartransportersubunit,PTSsugartransportersubunit,True
basichelix-loop-helixdomain-containingprotein,basichelix-loop-helixdomain-containingprotein,True
TCF/LEFfamilytranscriptionfactor,TCF/LEFfamilytranscriptionfactor,True
M14familymetallopeptidase,M14familymetallopeptidase,True
DUF59domain-containingprotein,DUF59domain-containingprotein,True
phosphopantothenoylcysteinedecarboxylasecomplexsubunitSIS2familyprotein,phosphopantothenoylcysteinedecarboxylasecomplexsubunitSIS2familyprotein,True
lysozymeinhibitorLprIfamilyprotein,lysozymeinhibitorLprIfamilyprotein,True
Rpnfamilyrecombination-promotingnuclease/putativetransposase,Rpnfamilyrecombination-promotingnuclease/putativetransposase,True
5'-AMP-activatedproteinkinasecatalyticsubunitalpha,5'-AMP-activatedproteinkinasecatalyticsubunitalpha,True
CBSdomain-containingprotein,CBSdomain-containingprotein,True
BTB/POZdomain-containingprotein,BTB/POZdomain-containingprotein,True
lipid-A-disaccharidesynthaseN-terminaldomain-containingprotein,lipid-A-disaccharidesynthaseN-terminaldomain-containingprotein,True
TIGR01212familyradicalSAMprotein,TIGR01212familyradicalSAMprotein,True
NAD-dependentDNAligaseLigA,NAD-dependentDNAligaseLigA,True
hybridsensorhistidinekinase/responseregulator,hybridsensorhistidinekinase/responseregulator,True
HTH-typetranscriptionalregulator,HTH-typetranscriptionalregulator,True
SPFHdomain-containingprotein,SPFHdomain-containingprotein,True
site-specificintegrase,site-specificintegrase,True
ABCtransportersubstrate-bindingprotein,ABCtransportersubstrate-bindingprotein,True
methyl-acceptingchemotaxisprotein,methyl-acceptingchemotaxisprotein,True
methyl-acceptingchemotaxisprotein,methyl-acceptingchemotaxisprotein,True
cadherinrepeatdomain-containingprotein,cadherinrepeatdomain-containingprotein,True
HADfamilyhydrolase,HADfamilyhydrolase,True
BTB/POZandMATHdomain-containingprotein,BTB/POZandMATHdomain-containingprotein,True
hybridsensorhistidinekinase/responseregulator,hybridsensorhistidinekinase/responseregulator,True
responseregulatortranscriptionfactor,responseregulatortranscriptionfactor,True
MBLfoldmetallo-hydrolase,MBLfoldmetallo-hydrolase,True
typeIpolyketidesynthase,typeIpolyketidesynthase,True
ribose-phosphatepyrophosphokinase,ribose-phosphatepyrophosphokinase,True
ABCtransporterpermease,ABCtransporterpermease,True
F-boxonlyprotein,F-boxonlyprotein,True
Ppx/GppAphosphatasefamilyprotein,Ppx/GppAphosphatasefamilyprotein,True
typeIpolyketidesynthase,typeIpolyketidesynthase,True
SEC14familylipid-bindingprotein,SEC14familylipid-bindingprotein,True
TetR/AcrRfamilytranscriptionalregulator,TetR/AcrRfamilytranscriptionalregulator,True
typeVIsecretionsystemtipproteinVgrG,typeVIsecretionsystemtipproteinVgrG,True
phosphoribosylanthranilateisomerase,phosphoribosylanthranilateisomerase,True
riboflavinsynthase,riboflavinsynthase,True
plasmidtransferATPaseTraJ,plasmidtransferATPaseTraJ,True
methyl-acceptingchemotaxisprotein,methyl-acceptingchemotaxisprotein,True
hybridsensorhistidinekinase/responseregulator,hybridsensorhistidinekinase/responseregulator,True
DNAmodificationmethylase,DNAmodificationmethylase,True
ras-relatedproteinRab,ras-relatedproteinRab,True
F-boxprotein,F-boxprotein,True
CoAtransferase,CoAtransferase,True
ABCtransporterpermease,ABCtransporterpermease,True
ribosome-bindingfactorA,ribosome-bindingfactorA,True
typeIpolyketidesynthase,typeIpolyketidesynthase,True
LytRC-terminaldomain-containingprotein,LytRC-terminaldomain-containingprotein,True
insulinasefamilyprotein,insulinasefamilyprotein,True
tetratricopeptiderepeat-containingprotein,tetratricopeptiderepeat-containingprotein,True
C-typelectindomain-containingprotein,C-typelectindomain-containingprotein,True
amidohydrolase,amidohydrolase,True
UBAandUBXdomain-containingprotein,UBAandUBXdomain-containingprotein,True
"6,7-dimethyl-8-ribityllumazinesynthase","6,7-dimethyl-8-ribityllumazinesynthase",True
ubiquitin-likedomain-containingprotein,ubiquitin-likedomain-containingprotein,True
U-boxdomain-containingprotein,U-boxdomain-containingprotein,True
ammoniumtransporter,ammoniumtransporter,True
SGNH/GDSLhydrolasefamilyprotein,SGNH/GDSLhydrolasefamilyprotein,True
GNATfamilyN-acetyltransferase,GNATfamilyN-acetyltransferase,True
insulinasefamilyprotein,insulinasefamilyprotein,True
bifunctionalCof-typeHAD-IIBfamilyhydrolase/peptidylprolylisomerase,bifunctionalCof-typeHAD-IIBfamilyhydrolase/peptidylprolylisomerase,True
zincfingerandBTBdomain-containingprotein,zincfingerandBTBdomain-containingprotein,True
threonine/serineexporterfamilyprotein,threonine/serineexporterfamilyprotein,True
bifunctionalcobalt-precorrin-7(C(5))-methyltransferaseCbiE/decarboxylatingcobalt-precorrin-6B(C(15))-methyltransferaseCbiT,bifunctionalcobalt-precorrin-7(C(5))-methyltransferaseCbiE/decarboxylatingcobalt-precorrin-6B(C(15))-methyltransferaseCbiT,True
F-box/kelch-repeatprotein,F-box/kelch-repeatprotein,True
epoxyqueuosinereductase,epoxyqueuosinereductase,True
DNAdamage-inducibleprotein,DNAdamage-inducibleprotein,True
EHdomain-containingprotein,EHdomain-containingprotein,True
leucine-richrepeatdomain-containingprotein,leucine-richrepeatdomain-containingprotein,True
Fe65familyPTBdomain-containingprotein,Fe65familyPTBdomain-containingprotein,True
helix-turn-helixdomain-containingprotein,helix-turn-helixdomain-containingprotein,True
tyrosine-proteinkinase,tyrosine-proteinkinase,True
potassiumchannelprotein,potassiumchannelprotein,True
BTB/POZdomain-containingprotein,BTB/POZdomain-containingprotein,True
hybridsensorhistidinekinase/responseregulator,hybridsensorhistidinekinase/responseregulator,True
XREfamilytranscriptionalregulator,XREfamilytranscriptionalregulator,True
3-dehydroquinatesynthase,3-dehydroquinatesynthase,True
F-boxprotein,F-boxprotein,True
ADP-ribosylationfactorGTPase-activatingprotein,ADP-ribosylationfactorGTPase-activatingprotein,True
ABCtransporterpermease,ABCtransporterpermease,True
MFStransporter,MFStransporter,True
BTB/POZandTLDdomain-containingprotein,BTB/POZandTLDdomain-containingprotein,True
NOP58familyprotein,NOP58familyprotein,True
complexIsubunitfamilyprotein,complexIsubunitfamilyprotein,True
cationprotonantiporter,cationprotonantiporter,True
heatshockprotein,heatshockprotein,True
typeIpolyketidesynthase,typeIpolyketidesynthase,True
glycosidehydrolasefamilyprotein,glycosidehydrolasefamilyprotein,True
responseregulator,responseregulator,True
HdeDfamilyacid-resistanceprotein,HdeDfamilyacid-resistanceprotein,True
60Sribosomalprotein,60Sribosomalprotein,True
septalringlytictransglycosylaseRlpAfamilyprotein,septalringlytictransglycosylaseRlpAfamilyprotein,True
glycosyltransferasefamilyprotein,glycosyltransferasefamilyprotein,True
dihydroorotase,dihydroorotase,True
ureacarboxylase-associatedfamilyprotein,ureacarboxylase-associatedfamilyprotein,True
RYKfamilytyrosine-proteinkinase,RYKfamilytyrosine-proteinkinase,True
typeIpolyketidesynthase,typeIpolyketidesynthase,True
ubiquitincarboxyl-terminalhydrolase,ubiquitincarboxyl-terminalhydrolase,True
PASdomain-containingsensorhistidinekinase,PASdomain-containingsensorhistidinekinase,True
flagellarbasalbodyrodproteinFlgF,flagellarbasalbodyrodproteinFlgF,True
typeIpolyketidesynthase,typeIpolyketidesynthase,True
ribose-phosphatepyrophosphokinase,ribose-phosphatepyrophosphokinase,True
syndetin,syndetin,True
DNAtranslocaseFtsK,DNAtranslocaseFtsK,True
WD40repeatdomain-containingprotein,WD40repeatdomain-containingprotein,True
ribulose-phosphate3-epimerase,ribulose-phosphate3-epimerase,True
cupindomain-containingprotein,cupindomain-containingprotein,True
endonuclease,endonuclease,True
methyl-acceptingchemotaxisprotein,methyl-acceptingchemotaxisprotein,True
ROKfamilyprotein,ROKfamilyprotein,True
2-dehydropantoate2-reductase,2-dehydropantoate2-reductase,True
phosphonateC-PlyasesystemproteinPhnH,phosphonateC-PlyasesystemproteinPhnH,True
Ycf66familyprotein,Ycf66familyprotein,True
DEAD/DEAHboxhelicase,DEAD/DEAHboxhelicase,True
TenAfamilyprotein,TenAfamilyprotein,True
ankyrinrepeatdomain-containingprotein,ankyrinrepeatdomain-containingprotein,True
Mrp/NBP35ATP-bindingprotein,Mrp/NBP35ATP-bindingprotein,True
Ena/VASPfamilyprotein,Ena/VASPfamilyprotein,True
SRPBCCfamilyprotein,SRPBCCfamilyprotein,True
minichromosomemaintenanceprotein,minichromosomemaintenanceprotein,True
ribonucleaseE/G,ribonucleaseE/G,True
RHSrepeat-associatedcoredomain-containingprotein,RHSrepeat-associatedcoredomain-containingprotein,True
arginyl-tRNA--proteintransferase,arginyl-tRNA--proteintransferase,True
ABCtransporterATP-bindingprotein,ABCtransporterATP-bindingprotein,True
lysinedecarboxylase,lysinedecarboxylase,True
exocystcomplexcomponentSec10familyprotein,exocystcomplexcomponentSec10familyprotein,True
majorfacilitatorsuperfamilydomain-containing,majorfacilitatorsuperfamilydomain-containing,True
chemotaxisprotein,chemotaxisprotein,True
outermembraneproteinassemblyfactor,outermembraneproteinassemblyfactor,True
classAbeta-lactamase-relatedserinehydrolase,classAbeta-lactamase-relatedserinehydrolase,True
cobalaminB12-bindingdomain-containingprotein,cobalaminB12-bindingdomain-containingprotein,True
multiplePDZdomainprotein,multiplePDZdomainprotein,True
hybridsensorhistidinekinase/responseregulator,hybridsensorhistidinekinase/responseregulator,True
hybridsensorhistidinekinase/responseregulator,hybridsensorhistidinekinase/responseregulator,True
HADfamilyhydrolase,HADfamilyhydrolase,True
non-ribosomalpeptidesynthetase,non-ribosomalpeptidesynthetase,True
YbjNdomain-containingprotein,YbjNdomain-containingprotein,True
DNAsulfurmodificationproteinDndB,DNAsulfurmodificationproteinDndB,True
SDRfamilyoxidoreductase,SDRfamilyoxidoreductase,True
TetR/AcrRfamilytranscriptionalregulator,TetR/AcrRfamilytranscriptionalregulator,True
bifunctional4-hydroxy-2-oxoglutaratealdolase/2-dehydro-3-deoxy-phosphogluconatealdolase,bifunctional4-hydroxy-2-oxoglutaratealdolase/2-dehydro-3-deoxy-phosphogluconatealdolase,True
typeVIsecretionsystemVgrfamilyprotein,typeVIsecretionsystemVgrfamilyprotein,True
PqiBfamilyprotein,PqiBfamilyprotein,True
DEAD/DEAHboxhelicase,DEAD/DEAHboxhelicase,True
M3familyoligoendopeptidase,M3familyoligoendopeptidase,True
topless-relatedprotein,topless-relatedprotein,True
methyl-acceptingchemotaxisprotein,methyl-acceptingchemotaxisprotein,True
ubiquitinfamilyprotein,ubiquitinfamilyprotein,True
